"","water_system_number","water_system_name","facility_id","facility_names","treatment_type","treatment_status","class","unit_process","treatment_objective","treatment_process"
"1039",1010003,"CITY OF CLOVIS",90,"WELL T-03 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1040",1010003,"CITY OF CLOVIS",91,"WELL T-05 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1041",1010003,"CITY OF CLOVIS",92,"WELL T-07 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1042",1010003,"CITY OF CLOVIS",93,"WELL T-08 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1043",1010003,"CITY OF CLOVIS",94,"WELL 25 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1044",1010003,"CITY OF CLOVIS",95,"WELL 15-A - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1045",1010003,"CITY OF CLOVIS",96,"WELL 31 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1046",1010003,"CITY OF CLOVIS",97,"WELL 018 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1047",1010003,"CITY OF CLOVIS",98,"WELL 22 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1048",1010003,"CITY OF CLOVIS",99,"WELL 02A - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1049",1010003,"CITY OF CLOVIS",101,"WELL 14 - CL2","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"1050",1010003,"CITY OF CLOVIS",103,"WELL 12 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1051",1010003,"CITY OF CLOVIS",104,"WELL 26 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1052",1010003,"CITY OF CLOVIS",105,"WELL 37 - TRT CL XCLD","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1053",1010003,"CITY OF CLOVIS",107,"WELL NO. 7A - TRT CL2","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1054",1010003,"CITY OF CLOVIS",108,"WELL T-06 - CL2","TP","treatment_status","PM","CHLORINATOR","DISINFECTION","HYPOCHLORINATION, POST"
"1055",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","CHEMICAL FEEDER","CORROSION CONTROL","INHIBITOR, ORTHOPHOSPHATE"
"1056",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","DISINFECTION","DISINFECTION","GASEOUS CHLORINATION, POST"
"1057",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","FILTER","PARTICULATE REMOVAL","FILTERED"
"1058",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","FLASH MIX","PARTICULATE REMOVAL","RAPID MIX"
"1059",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","FLOCCULATION","PARTICULATE REMOVAL","COAGULATION"
"1060",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","FLOCCULATION","PARTICULATE REMOVAL","FLOCCULATION"
"1061",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","GENERIC UNIT","OTHER","FLUORIDATION"
"1062",1010004,"COALINGA-CITY",2,"PLANT EFFLUENT","TP","treatment_status","T4","SEDIMENTATION","PARTICULATE REMOVAL","SEDIMENTATION"
"1063",1010005,"FIREBAUGH CITY",11,"TS 1 - FE,MN &AS(WELLS09,10,13,15,16)","TP","treatment_status","T2","4LOG VIRUS INAC","DISINFECTION","4-LOG TREATMENT OF VIRUSES"
"1064",1010005,"FIREBAUGH CITY",11,"TS 1 - FE,MN &AS(WELLS09,10,13,15,16)","TP","treatment_status","T2","CHEMICAL FEEDER","IRON REMOVAL","HYPOCHLORINATION, PRE"
"1065",1010005,"FIREBAUGH CITY",11,"TS 1 - FE,MN &AS(WELLS09,10,13,15,16)","TP","treatment_status","T2","FILTER","IRON REMOVAL","FILTRATION, PRESSURE SAND"
"1066",1010005,"FIREBAUGH CITY",11,"TS 1 - FE,MN &AS(WELLS09,10,13,15,16)","TP","treatment_status","T2","FILTER","MANGANESE REMOVAL","FILTRATION, GREENSAND"
"1067",1010005,"FIREBAUGH CITY",12,"TS 2 - FE,MN & AS (WELLS 11, 12 & 17)","TP","treatment_status","T2","4LOG VIRUS INAC","DISINFECTION","4-LOG TREATMENT OF VIRUSES"
"1068",1010005,"FIREBAUGH CITY",12,"TS 2 - FE,MN & AS (WELLS 11, 12 & 17)","TP","treatment_status","T2","FILTER","IRON REMOVAL","FILTRATION, PRESSURE SAND"
"1069",1010005,"FIREBAUGH CITY",12,"TS 2 - FE,MN & AS (WELLS 11, 12 & 17)","TP","treatment_status","T2","FILTER","MANGANESE REMOVAL","FILTRATION, GREENSAND"
"1070",1010007,"CITY OF FRESNO",283,"SITE 277 (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1071",1010007,"CITY OF FRESNO",283,"SITE 277 (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1072",1010007,"CITY OF FRESNO",284,"SITE 085 (GAC) CCT_CL TRT","TP","treatment_status","T3","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1073",1010007,"CITY OF FRESNO",284,"SITE 085 (GAC) CCT_CL TRT","TP","treatment_status","T3","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1074",1010007,"CITY OF FRESNO",284,"SITE 085 (GAC) CCT_CL TRT","TP","treatment_status","T3","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1075",1010007,"CITY OF FRESNO",285,"SITE 089A (GAC)","TP","treatment_status","T3","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1076",1010007,"CITY OF FRESNO",285,"SITE 089A (GAC)","TP","treatment_status","T3","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1077",1010007,"CITY OF FRESNO",287,"SITE 297 (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1078",1010007,"CITY OF FRESNO",287,"SITE 297 (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1079",1010007,"CITY OF FRESNO",288,"SITE 176 (GAC- INAC AT 168) CCT_CL2 TRT","TP","treatment_status","T2","CORROSION CONTR","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1080",1010007,"CITY OF FRESNO",288,"SITE 176 (GAC- INAC AT 168) CCT_CL2 TRT","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1081",1010007,"CITY OF FRESNO",288,"SITE 176 (GAC- INAC AT 168) CCT_CL2 TRT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1082",1010007,"CITY OF FRESNO",289,"SITE 279 (PTA) - AIR STRIPPER & CL TRT","TP","treatment_status","T2","AERATOR","ORGANICS REMOVAL","AERATION, PACKED TOWER"
"1083",1010007,"CITY OF FRESNO",289,"SITE 279 (PTA) - AIR STRIPPER & CL TRT","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1084",1010007,"CITY OF FRESNO",307,"WELL 212 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1085",1010007,"CITY OF FRESNO",309,"WELL 222-1 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1086",1010007,"CITY OF FRESNO",350,"SITE 164 (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1087",1010007,"CITY OF FRESNO",350,"SITE 164 (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1088",1010007,"CITY OF FRESNO",351,"SITE 135A (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1089",1010007,"CITY OF FRESNO",351,"SITE 135A (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1090",1010007,"CITY OF FRESNO",352,"SITE 137 (GAC) CCT_CL TRT","TP","treatment_status","T2","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1091",1010007,"CITY OF FRESNO",352,"SITE 137 (GAC) CCT_CL TRT","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1092",1010007,"CITY OF FRESNO",352,"SITE 137 (GAC) CCT_CL TRT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1093",1010007,"CITY OF FRESNO",354,"SITE 289 GAC_ CL_TRT","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1094",1010007,"CITY OF FRESNO",354,"SITE 289 GAC_ CL_TRT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1095",1010007,"CITY OF FRESNO",355,"SITE 184 (GAC) AT","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1096",1010007,"CITY OF FRESNO",355,"SITE 184 (GAC) AT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1097",1010007,"CITY OF FRESNO",361,"SITE 205 (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1098",1010007,"CITY OF FRESNO",361,"SITE 205 (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1099",1010007,"CITY OF FRESNO",370,"SITE 274 (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1100",1010007,"CITY OF FRESNO",370,"SITE 274 (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1101",1010007,"CITY OF FRESNO",370,"SITE 274 (GAC)","TP","treatment_status","T2","PACKAGE UNIT","INORGANICS REMOVAL","ION EXCHANGE"
"1102",1010007,"CITY OF FRESNO",371,"SITE 275 (GAC)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1103",1010007,"CITY OF FRESNO",371,"SITE 275 (GAC)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1104",1010007,"CITY OF FRESNO",373,"SITE 070 COMBINED (PTA, 4 GAC V,CCT,CL2)","TP","treatment_status","T2","AERATOR","ORGANICS REMOVAL","AERATION, PACKED TOWER"
"1105",1010007,"CITY OF FRESNO",373,"SITE 070 COMBINED (PTA, 4 GAC V,CCT,CL2)","TP","treatment_status","T2","CORR CONTROL","CORROSION CONTROL","SEQUESTRATION"
"1106",1010007,"CITY OF FRESNO",373,"SITE 070 COMBINED (PTA, 4 GAC V,CCT,CL2)","TP","treatment_status","T2","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1107",1010007,"CITY OF FRESNO",373,"SITE 070 COMBINED (PTA, 4 GAC V,CCT,CL2)","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1108",1010007,"CITY OF FRESNO",377,"SITE 070 (PTA) - AIR STRIPPER","TP","treatment_status","T3","AERATOR","ORGANICS REMOVAL","AERATION, PACKED TOWER"
"1109",1010007,"CITY OF FRESNO",382,"SITE 185 (GAC)","TP","treatment_status","T3","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1110",1010007,"CITY OF FRESNO",388,"SITE 070 (GAC) VESSEL 1 EFFLUENT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1111",1010007,"CITY OF FRESNO",389,"SITE 070 (GAC) VESSEL 2 EFFLUENT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1112",1010007,"CITY OF FRESNO",390,"SITE 070 (GAC) VESSEL 3 EFFLUENT","TP","treatment_status","T2","FILTER","ORGANICS REMOVAL","ACTIVATED CARBON, GRANULAR"
"1113",1010007,"CITY OF FRESNO",399,"SITE 308 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1114",1010007,"CITY OF FRESNO",399,"SITE 308 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1115",1010007,"CITY OF FRESNO",406,"WELL 235 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1116",1010007,"CITY OF FRESNO",406,"WELL 235 - TRT CL","TP","treatment_status","PM","GENERIC UNIT","OTHER","FLUORIDATION"
"1117",1010007,"CITY OF FRESNO",409,"WELL 242 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1118",1010007,"CITY OF FRESNO",411,"WELL 244 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1119",1010007,"CITY OF FRESNO",412,"WELL 250 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1120",1010007,"CITY OF FRESNO",414,"WELL 252 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1121",1010007,"CITY OF FRESNO",417,"WELL 304 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1122",1010007,"CITY OF FRESNO",419,"WELL 004A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1123",1010007,"CITY OF FRESNO",420,"WELL 005A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1124",1010007,"CITY OF FRESNO",421,"WELL 006B - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1125",1010007,"CITY OF FRESNO",421,"WELL 006B - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1126",1010007,"CITY OF FRESNO",423,"WELL 010A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1127",1010007,"CITY OF FRESNO",424,"WELL 011A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1128",1010007,"CITY OF FRESNO",426,"WELL 013A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1129",1010007,"CITY OF FRESNO",428,"WELL 016A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1130",1010007,"CITY OF FRESNO",430,"WELL 018A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1131",1010007,"CITY OF FRESNO",432,"WELL 020 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1132",1010007,"CITY OF FRESNO",433,"WELL 021A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1133",1010007,"CITY OF FRESNO",434,"WELL 022A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1134",1010007,"CITY OF FRESNO",435,"WELL 025 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1135",1010007,"CITY OF FRESNO",436,"WELL 026A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1136",1010007,"CITY OF FRESNO",437,"WELL 027A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1137",1010007,"CITY OF FRESNO",438,"WELL 031A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1138",1010007,"CITY OF FRESNO",440,"WELL 033A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1139",1010007,"CITY OF FRESNO",441,"WELL 034A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1140",1010007,"CITY OF FRESNO",442,"WELL 035A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1141",1010007,"CITY OF FRESNO",444,"WELL 037 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1142",1010007,"CITY OF FRESNO",446,"WELL 040A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1143",1010007,"CITY OF FRESNO",448,"WELL 042 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1144",1010007,"CITY OF FRESNO",449,"WELL 044A - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1145",1010007,"CITY OF FRESNO",450,"WELL 045 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1146",1010007,"CITY OF FRESNO",453,"WELL 051 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1147",1010007,"CITY OF FRESNO",455,"WELL 054 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1148",1010007,"CITY OF FRESNO",457,"WELL 057 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1149",1010007,"CITY OF FRESNO",459,"WELL 060 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1150",1010007,"CITY OF FRESNO",461,"WELL 065 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1151",1010007,"CITY OF FRESNO",462,"WELL 066 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1152",1010007,"CITY OF FRESNO",463,"WELL 067 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1153",1010007,"CITY OF FRESNO",464,"WELL 068 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1154",1010007,"CITY OF FRESNO",465,"WELL 071 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1155",1010007,"CITY OF FRESNO",466,"WELL 072 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1156",1010007,"CITY OF FRESNO",467,"WELL 073 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1157",1010007,"CITY OF FRESNO",468,"WELL 074 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1158",1010007,"CITY OF FRESNO",469,"WELL 076 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1159",1010007,"CITY OF FRESNO",469,"WELL 076 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1160",1010007,"CITY OF FRESNO",470,"WELL 077 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1161",1010007,"CITY OF FRESNO",471,"WELL 078 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1162",1010007,"CITY OF FRESNO",472,"WELL 079 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1163",1010007,"CITY OF FRESNO",473,"WELL 080 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1164",1010007,"CITY OF FRESNO",474,"WELL 081 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1165",1010007,"CITY OF FRESNO",475,"WELL 083A - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1166",1010007,"CITY OF FRESNO",475,"WELL 083A - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1167",1010007,"CITY OF FRESNO",477,"WELL 086 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1168",1010007,"CITY OF FRESNO",477,"WELL 086 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1169",1010007,"CITY OF FRESNO",478,"WELL 087 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1170",1010007,"CITY OF FRESNO",479,"WELL 090 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1171",1010007,"CITY OF FRESNO",480,"WELL 091 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1172",1010007,"CITY OF FRESNO",481,"WELL 094 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1173",1010007,"CITY OF FRESNO",481,"WELL 094 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1174",1010007,"CITY OF FRESNO",483,"WELL 096 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1175",1010007,"CITY OF FRESNO",483,"WELL 096 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1176",1010007,"CITY OF FRESNO",484,"WELL 097 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1177",1010007,"CITY OF FRESNO",486,"WELL 100-1 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1178",1010007,"CITY OF FRESNO",489,"WELL 103 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1179",1010007,"CITY OF FRESNO",489,"WELL 103 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1180",1010007,"CITY OF FRESNO",490,"WELL 104 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1181",1010007,"CITY OF FRESNO",493,"WELL 118 (KVB WELL) - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1182",1010007,"CITY OF FRESNO",493,"WELL 118 (KVB WELL) - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1183",1010007,"CITY OF FRESNO",494,"WELL 130 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1184",1010007,"CITY OF FRESNO",495,"WELL 131 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1185",1010007,"CITY OF FRESNO",495,"WELL 131 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1186",1010007,"CITY OF FRESNO",496,"WELL 132 - CCT_CL TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1187",1010007,"CITY OF FRESNO",496,"WELL 132 - CCT_CL TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1188",1010007,"CITY OF FRESNO",497,"WELL 133 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1189",1010007,"CITY OF FRESNO",498,"WELL 134 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1190",1010007,"CITY OF FRESNO",499,"WELL 138 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1191",1010007,"CITY OF FRESNO",500,"WELL 143 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1192",1010007,"CITY OF FRESNO",500,"WELL 143 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1193",1010007,"CITY OF FRESNO",501,"WELL 154 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1194",1010007,"CITY OF FRESNO",502,"WELL 136 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1195",1010007,"CITY OF FRESNO",503,"WELL 157 - CL & CCT TRT","TP","treatment_status","PM","CORR CONTRL","CORROSION CONTROL","INHIBITOR, POLYPHOSPHATE"
"1196",1010007,"CITY OF FRESNO",503,"WELL 157 - CL & CCT TRT","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1197",1010007,"CITY OF FRESNO",504,"WELL 160 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1198",1010007,"CITY OF FRESNO",505,"WELL 147 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1199",1010007,"CITY OF FRESNO",506,"WELL 153-1 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1200",1010007,"CITY OF FRESNO",507,"WELL 164-1 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
"1201",1010007,"CITY OF FRESNO",508,"WELL 142 - TRT CL","TP","treatment_status","PM","DISINFECTION","DISINFECTION","HYPOCHLORINATION, POST"
